id,CODCIE10,DescripcionCIE10,Grupo
1649,D227,"NEVO MELANOCITICO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",Neoplasias
1650,D229,"NEVO MELANOCITICO, SITIO NO ESPECIFICADO",Neoplasias
1651,D23,OTROS TUMORES BENIGNOS DE LA PIEL,Neoplasias
1652,D230,TUMOR BENIGNO DE LA PIEL DEL LABIO,Neoplasias
1653,D231,"TUMOR BENIGNO DE LA PIEL DEL PARPADO, INCLUIDA LA COMISURA PALPEBRAL",Neoplasias
1654,D232,TUMOR BENIGNO DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO,Neoplasias
1655,D233,TUMOR BENIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA,Neoplasias
1656,D234,TUMOR BENIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO,Neoplasias
1657,D235,TUMOR BENIGNO DE LA PIEL DEL TRONCO,Neoplasias
1658,D236,"TUMOR BENIGNO DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",Neoplasias
1659,D237,"TUMOR BENIGNO DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA",Neoplasias
1660,D239,"TUMOR BENIGNO DE LA PIEL, SITIO NO ESPECIFICADO",Neoplasias
1661,D24,TUMOR BENIGNO DE LA MAMA,Neoplasias
1662,D24,TUMOR BENIGNO DE LA MAMA,Neoplasias
1663,D25,LEIOMIOMA DEL UTERO,Neoplasias
1664,D250,LEIOMIOMA SUBMUCOSO DEL UTERO,Neoplasias
1665,D251,LEIOMIOMA INTRAMURAL DEL UTERO,Neoplasias
1666,D252,LEIOMIOMA SUBSEROSO DEL UTERO,Neoplasias
1667,D259,"LEIOMIOMA DEL UTERO, SIN OTRA ESPECIFICACION",Neoplasias
1668,D26,OTROS TUMORES BENIGNOS DEL UTERO,Neoplasias
1669,D260,TUMOR BENIGNO DEL CUELLO DEL UTERO,Neoplasias
1670,D261,TUMOR BENIGNO DEL CUERPO DEL UTERO,Neoplasias
1671,D267,TUMOR BENIGNO DE OTRAS PARTES ESPECIFICADAS DEL UTERO,Neoplasias
1672,D269,"TUMOR BENIGNO DEL UTERO, PARTE NO ESPECIFICADA",Neoplasias
1673,D27,TUMOR BENIGNO DEL OVARIO,Neoplasias
1674,D27,TUMOR BENIGNO DEL OVARIO,Neoplasias
1675,D28,TUMOR BENIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS,Neoplasias
1676,D280,TUMOR BENIGNO DE LA VULVA,Neoplasias
1677,D281,TUMOR BENIGNO DE LA VAGINA,Neoplasias
1678,D282,TUMOR BENIGNO DE LA TROMPA DE FALOPIO Y DE LOS LIGAMENTOS UTERINOS,Neoplasias
1679,D287,TUMOR BENIGNO DE OTROS SITIOS ESPECIFICADOS DE LOS ORGANOS GENITALES FEMENINOS,Neoplasias
1680,D289,"TUMOR BENIGNO DE ORGANO GENITAL FEMENINO, SITIO NO ESPECIFICADO",Neoplasias
1681,D29,TUMOR BENIGNO DE LOS ORGANOS GENITALES MASCULINOS,Neoplasias
1682,D290,TUMOR BENIGNO DEL PENE,Neoplasias
1683,D291,TUMOR BENIGNO DE LA PROSTATA,Neoplasias
1684,D292,TUMOR BENIGNO DE LOS TESTICULOS,Neoplasias
1685,D293,TUMOR BENIGNO DEL EPIDIDIMO,Neoplasias
1686,D294,TUMOR BENIGNO DEL ESCROTO,Neoplasias
1687,D297,TUMOR BENIGNO DE OTROS ORGANOS GENITALES MASCULINOS,Neoplasias
1688,D299,"TUMOR BENIGNO DE ORGANO GENITAL MASCULINO, SITIO NO ESPECIFICADO",Neoplasias
1689,D30,TUMOR BENIGNO DE LOS ORGANOS URINARIOS,Neoplasias
1690,D300,TUMOR BENIGNO DEL RIÑON,Neoplasias
1691,D301,TUMOR BENIGNO DE LA PELVIS RENAL,Neoplasias
1692,D302,TUMOR BENIGNO DEL URETER,Neoplasias
1693,D303,TUMOR BENIGNO DE LA VEJIGA,Neoplasias
1694,D304,TUMOR BENIGNO DE LA URETRA,Neoplasias
1695,D307,TUMOR BENIGNO DE OTROS ORGANOS URINARIOS,Neoplasias
1696,D309,TUMOR BENIGNO DE ORGANO URINARIO NO ESPECIFICADO,Neoplasias
1697,D31,TUMOR BENIGNO DEL OJO Y SUS ANEXOS,Neoplasias
1698,D310,TUMOR BENIGNO DE LA CONJUNTIVA,Neoplasias
1699,D311,TUMOR BENIGNO DE LA CORNEA,Neoplasias
1700,D312,TUMOR BENIGNO DE LA RETINA,Neoplasias
1701,D313,TUMOR BENIGNO DE LA COROIDES,Neoplasias
1702,D314,TUMOR BENIGNO DEL CUERPO CILIAR,Neoplasias
1703,D315,TUMOR BENIGNO DE LAS GLANDULAS Y DE LOS CONDUCTOS LAGRIMALES,Neoplasias
1704,D316,"TUMOR BENIGNO DE LA ORBITA, PARTE NO ESPECIFICADA",Neoplasias
1705,D319,"TUMOR BENIGNO DEL OJO, PARTE NO ESPECIFICADA",Neoplasias
1706,D32,TUMOR BENIGNO DE LAS MENINGES,Neoplasias
1707,D320,TUMOR BENIGNO DE LAS MENINGES CEREBRALES,Neoplasias
1708,D321,TUMOR BENIGNO DE LAS MENINGES RAQUIDEAS,Neoplasias
1709,D329,"TUMOR BENIGNO DE LAS MENINGES, PARTE NO ESPECIFICADA",Neoplasias
1710,D33,TUMOR BENIGNO DEL ENCEFALO Y DE OTRAS PARTES DEL SISTEMA NERVIOSO CENTRAL,Neoplasias
1711,D330,"TUMOR BENIGNO DEL ENCEFALO, SUPRATENTORIAL",Neoplasias
1712,D331,"TUMOR BENIGNO DEL ENCEFALO, INFRATENTORIAL",Neoplasias
1713,D332,"TUMOR BENIGNO DE ENCEFALO, PARTE NO ESPECIFICADA",Neoplasias
1714,D333,TUMOR BENIGNO DE LOS NERVIOS CRANEALES,Neoplasias
1715,D334,TUMOR BENIGNO DE LA MEDULA ESPINAL,Neoplasias
1716,D337,TUMOR BENIGNO DE OTRAS PARTES ESPECIFICADAS DEL SISTEMA NERVIOSO CENTRAL,Neoplasias
1717,D339,"TUMOR BENIGNO DEL SISTEMA NERVIOSO CENTRAL, SITIO NO ESPECIFICADO",Neoplasias
1718,D34,TUMOR BENIGNO DE LA GLANDULA TIROIDES,Neoplasias
1719,D34,TUMOR BENIGNO DE LA GLANDULA TIROIDES,Neoplasias
1720,D35,TUMOR BENIGNO DE OTRAS GLANDULAS ENDOCRINAS Y DE LAS NO ESPECIFICADAS,Neoplasias
1721,D350,TUMOR BENIGNO DE LA GLANDULA SUPRARRENAL,Neoplasias
1722,D351,TUMOR BENIGNO DE LA GLANDULA PARATIROIDES,Neoplasias
1723,D352,TUMOR BENIGNO DE LA HIPOFISIS,Neoplasias
1724,D353,TUMOR BENIGNO DEL CONDUCTO CRANEOFARINGEO,Neoplasias
1725,D354,TUMOR BENIGNO DE LA GLANDULA PINEAL,Neoplasias
1726,D355,TUMOR BENIGNO DEL CUERPO CAROTIDEO,Neoplasias
1727,D356,TUMOR BENIGNO DEL CUERPO AORTICO Y DE OTROS CUERPOS CROMAFINES,Neoplasias
1728,D357,TUMOR BENIGNO DE OTRAS GLANDULAS ENDOCRINAS ESPECIFICADAS,Neoplasias
1729,D358,TUMOR BENIGNO DE PLURIGLANDULAR,Neoplasias
1730,D359,TUMOR BENIGNO DE GLANDULA ENDOCRINA NO ESPECIFICADA,Neoplasias
1731,D36,TUMOR BENIGNO DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS,Neoplasias
1732,D360,TUMOR BENIGNO DE LOS GANGLIOS LINFATICOS,Neoplasias
1733,D361,TUMOR BENIGNO DE LOS NERVIOS PERIFERICOS Y DEL SISTEMA NERVIOSO AUTONOMO,Neoplasias
1734,D367,TUMOR BENIGNO DE OTROS SITIOS ESPECIFICADOS,Neoplasias
1735,D369,TUMOR BENIGNO DE SITIO NO ESPECIFICADO,Neoplasias
1736,D37,TUMOR DE COMPORTAMIENTO INCIERTO DE LA CAVIDAD BUCAL Y DE LOS ORGANOS DIGESTIVOS,Neoplasias
1737,D370,"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA FARINGE",Neoplasias
1738,D371,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ESTOMAGO,Neoplasias
1739,D372,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL INTESTINO DELGADO,Neoplasias
1740,D373,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL APENDICE,Neoplasias
1741,D374,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL COLON,Neoplasias
1742,D375,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL RECTO,Neoplasias
1743,D376,"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL HIGADO, DE LA VESICULA BILIAR Y DEL CONDUCTO BILIAR",Neoplasias
1744,D377,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ORGANOS DIGESTIVOS ESPECIFICADOS,Neoplasias
1745,D379,"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ORGANOS DIGESTIVOS, SITIO NO ESPECIFICADO",Neoplasias
1746,D38,TUMOR DE COMPORTAMIENTO INCIERTO DEL OIDO MEDIO Y DE LOS ORGANOS RESPIRATORIOS E INTRATORACICOS,Neoplasias
1747,D380,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LARINGE,Neoplasias
1748,D381,"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA TRAQUEA, DE LOS BRONQUIOS Y DEL PULMON",Neoplasias
1749,D382,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA PLEURA,Neoplasias
1750,D383,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL MEDIASTINO,Neoplasias
1751,D384,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TIMO,Neoplasias
1752,D385,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ORGANOS RESPIRATORIOS Y DEL OIDO MEDIO,Neoplasias
1753,D386,"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ORGANOS RESPIRATORIOS, SITIO NO ESPECIFICADO",Neoplasias
1754,D39,TUMOR DE COMPORTAMIENTO INCIERTO DE LOS ORGANOS GENITALES FEMENINOS,Neoplasias
1755,D390,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL UTERO,Neoplasias
1756,D391,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL OVARIO,Neoplasias
1757,D392,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA PLACENTA,Neoplasias
1758,D397,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ORGANOS GENITALES FEMENINOS,Neoplasias
1759,D399,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ORGANO GENITAL FEMENINO NO ESPECIFICADO,Neoplasias
1760,D40,TUMOR DE COMPORTAMIENTO INCIERTO DE LOS ORGANOS GENITALES MASCULINOS,Neoplasias
1761,D400,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA PROSTATA,Neoplasias
1762,D401,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TESTICULO,Neoplasias
1763,D407,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ORGANOS GENITALES MASCULINOS,Neoplasias
1764,D409,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ORGANO GENITAL MASCULINO NO ESPECIFICADO,Neoplasias
1765,D41,TUMOR DE COMPORTAMIENTO INCIERTO DE LOS ORGANOS URINARIOS,Neoplasias
1766,D410,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL RIÑON,Neoplasias
1767,D411,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEC LA PELVIS RENAL,Neoplasias
1768,D412,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL URETER,Neoplasias
1769,D413,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA URETRA,Neoplasias
1770,D414,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA VEJIGA,Neoplasias
1771,D417,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ORGANOS URINARIOS,Neoplasias
1772,D419,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE ORGANO URINARIO NO ESPECIFICADO,Neoplasias
1773,D42,TUMOR DE COMPORTAMIENTO INCIERTO DE LAS MENINGES,Neoplasias
1774,D420,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LAS MENINGES CEREBRALES,Neoplasias
1775,D421,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LAS MENINGES RAQUIDEAS,Neoplasias
1776,D429,"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LAS MENINGES, PARTE NO ESPECIFICADA",Neoplasias
1777,D43,TUMOR DE COMPORTAMIENTO INCIERTO DEL ENCEFALO Y DEL SISTEMA NERVIOSO CENTRAL,Neoplasias
1778,D430,"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ENCEFALO, SUPRATENTORIAL",Neoplasias
1779,D431,"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ENCEFALO, INFRATENTORIAL",Neoplasias
1780,D432,"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ENCEFALO, PARTE NO ESPECIFICADA",Neoplasias
1781,D433,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS NERVIOS CRANEALES,Neoplasias
1782,D434,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA MEDULA ESPINAL,Neoplasias
1783,D437,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTRAS PARTES ESPECIFICADAS DEL SISTEMA NERVIOSO CENTRAL,Neoplasias
1784,D439,"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL SISTEMA NERVIOSO CENTRAL, SITIO NO ESPECIFICADO",Neoplasias
1785,D44,TUMOR DE COMPORTAMIENTO INCIERTO DE LAS GLANDULAS ENDOCRINAS,Neoplasias
1786,D440,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA GLANDULA TIROIDES,Neoplasias
1787,D441,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA GLANDULA SUPRARRENAL,Neoplasias
1788,D442,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA GLANDULA PARATIROIDES,Neoplasias
1789,D443,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA GLANDULA HIPOFISIS,Neoplasias
1790,D444,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL CONDUCTO CRANEOFARINGEO,Neoplasias
1791,D445,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA GLANDULA PINEAL,Neoplasias
1792,D446,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL CUERPO CAROTIDEO,Neoplasias
1793,D447,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL CUERPO AORTICO Y OTROS CROMAFINES,Neoplasias
1794,D448,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO CON AFECTACION PLURIGLANDULAR,Neoplasias
1795,D449,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE GLANDULA ENDOCRINA NO ESPECIFICADA,Neoplasias
1796,D45,POLICITEMIA VERA,Neoplasias
1797,D45,POLICITEMIA VERA,Neoplasias
1798,D46,SINDROMES MIELODISPLASICOS,Neoplasias
1799,D460,"ANEMIA REFRACTARIA SIN SIDEROBLASTOS, ASI DESCRITA",Neoplasias
1800,D461,ANEMIA REFRACTARIA CON SIDEROBLASTOS,Neoplasias
1801,D462,ANEMIA REFRACTARIA CON EXCESO DE BLASTOS,Neoplasias
1802,D463,ANEMIA REFRACTARIA CON EXCESO DE BLASTOS CON TRANSFORMACION,Neoplasias
1803,D464,"ANEMIA REFRACTARIA, SIN OTRA ESPECIFICACION",Neoplasias
1804,D467,OTROS SINDROMES MIELODISPLASICOS,Neoplasias
1805,D469,"SINDROME MIELODISPLASICO, SIN OTRA ESPECIFICACION",Neoplasias
1806,D47,"OTROS TUMORES DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TEJIDO LINFATICO, DE LOS ORGANOS HEMATOPOYETICOS Y DE TEJIDOS AFINES",Neoplasias
1807,D470,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS MASTOCITOS E HISTIOCITOS,Neoplasias
1808,D471,ENFERMEDAD MIELOPROLIFERATIVA CRONICA,Neoplasias
1809,D472,GAMMOPATIA MONOCLONAL,Neoplasias
1810,D473,TROMBOCITOPENIA (HEMORRAGICA) ESENCIAL,Neoplasias
1811,D477,"OTROS TUMORES ESPECIFICADOS DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TEJIDO LINFATICO, DE LOS ORGANOS HEMATOPOYETICOS Y DE TEJIDOS AFINES",Neoplasias
1812,D479,"TUMORES DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TEJIDO LINFATICO, DE LOS ORGANOS HEMATOPOYETICOS Y DE TEJIDOS AFINES, NO ESPECIFICADOS",Neoplasias
1813,D48,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS,Neoplasias
1814,D480,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL HUESO Y CARTILAGO ARTICULAR,Neoplasias
1815,D481,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TEJIDO CONJUNTIVO Y OTRO TEJIDO BLANDO,Neoplasias
1816,D482,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS NERVIOS PERIFERICOS Y DEL SISTEMA NERVIOSO AUTONOMO,Neoplasias
1817,D483,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL RETROPERITONEO,Neoplasias
1818,D484,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL PERITONEO,Neoplasias
1819,D485,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA PIEL,Neoplasias
1820,D486,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA MAMA,Neoplasias
1821,D487,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS SITIOS ESPECIFICADOS,Neoplasias
1822,D489,"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO, DE SITIO NO ESPECIFICADO",Neoplasias
1823,D50,ANEMIAS POR DEFICIENCIA DE HIERRO,"sangre, órg hematopoy e inmunidad "
1824,D500,ANEMIA POR DEFICIENCIA DE HIERRO SECUNDARIA A PERDIDA DE SANGRE (CRONICA),"sangre, órg hematopoy e inmunidad "
1825,D501,DISFAGIA SIDEROPENICA,"sangre, órg hematopoy e inmunidad "
1826,D508,OTRAS ANEMIAS POR DEFICIENCIA DE HIERRO,"sangre, órg hematopoy e inmunidad "
1827,D509,ANEMIA POR DEFICIENCIA DE HIERRO SIN OTRA ESPECIFICACION,"sangre, órg hematopoy e inmunidad "
1828,D51,ANEMIA POR DEFICIENCIA DE VITAMINA B12,"sangre, órg hematopoy e inmunidad "
1829,D510,ANEMIA POR DEFICIENCIA DE VITAMINA B12 DEBIDA A DEFICIENCIA DEL FACTOR INTRINSECO,"sangre, órg hematopoy e inmunidad "
1830,D511,ANEMIA POR DEFICIENCIA DE VITAMINA B12 DEBIDA A MALA ABSORCION SELECTIVA DE VITAMINA B12 CON PROTEINURIA,"sangre, órg hematopoy e inmunidad "
1831,D512,DEFICIENCIA DE TRASCOBALAMINA II,"sangre, órg hematopoy e inmunidad "
1832,D513,OTRAS ANEMIAS POR DEFICIENCIA DIETETICA DE VITAMINA B12,"sangre, órg hematopoy e inmunidad "
1833,D518,OTRAS ANEMIAS POR DEFICIENCIA DE VITAMINA B12,"sangre, órg hematopoy e inmunidad "
1834,D519,"ANEMIA POR DEFICIENCIA DE VITAMINA B12, SIN OTRA ESPECIFICACION","sangre, órg hematopoy e inmunidad "
1835,D52,ANEMIA POR DEFICIENCIA DE FOLATOS,"sangre, órg hematopoy e inmunidad "
1836,D520,ANEMIA POR DEFICIENCIA DIETETICA DE FOLATOS,"sangre, órg hematopoy e inmunidad "
1837,D521,ANEMIA POR DEFICIENCIA DE FOLATOS INDUCIDA POR DROGAS,"sangre, órg hematopoy e inmunidad "
1838,D528,OTRAS ANEMIAS POR DEFICIENCIA DE FOLATOS,"sangre, órg hematopoy e inmunidad "
1839,D529,"ANEMIA POR DEFICIENCIA DE FOLATOS, SIN OTRA ESPECIFICACION","sangre, órg hematopoy e inmunidad "
1840,D53,OTRAS ANEMIAS NUTRICIONALES,"sangre, órg hematopoy e inmunidad "
1841,D530,ANEMIA POR DEFICIENCIA DE PROTEINAS,"sangre, órg hematopoy e inmunidad "
1842,D531,"OTRAS ANEMIAS MEGALOBLASTICAS, NO CLASIFICADAS EN OTRA PARTE","sangre, órg hematopoy e inmunidad "
1843,D532,ANEMIA ESCORBUTICA,"sangre, órg hematopoy e inmunidad "
1844,D538,OTRAS ANEMIAS NUTRICIONALES ESPECIFICADAS,"sangre, órg hematopoy e inmunidad "
1845,D539,"ANEMIA NUTRICIONAL, NO ESPECIFICADA","sangre, órg hematopoy e inmunidad "
1846,D55,ANEMIA DEBIDA A TRASTORNOS ENZIMATICOS,"sangre, órg hematopoy e inmunidad "
1847,D550,ANEMIA DEBIDA A DEFICIENCIA DE GLUCOSA-6-FOSFATO DESHIDROGENASA (G6FD),"sangre, órg hematopoy e inmunidad "
1848,D551,ANEMIA DEBIDA A OTROS TRASTORNOS DEL METABOLISMO DEL GLUTATION,"sangre, órg hematopoy e inmunidad "
1849,D552,ANEMIA DEBIDA A TRASTORNOS DE LAS ENZIMAS GLUCOLITICAS,"sangre, órg hematopoy e inmunidad "
1850,D553,ANEMIA DEBIDA A TRASTORNOS DEL METABOLISMO DE LOS NUCLEOTIDOS,"sangre, órg hematopoy e inmunidad "
1851,D558,OTRAS ANEMIAS DEBIDAS A TRASTORNOS ENZIMATICOS,"sangre, órg hematopoy e inmunidad "
1852,D559,"ANEMIA DEBIDA A TRASTORNOS ENZIMATICOS, SIN OTRA ESPECIFICACION","sangre, órg hematopoy e inmunidad "
1853,D56,TALASEMIA,"sangre, órg hematopoy e inmunidad "
1854,D560,ALFA TALASEMIA,"sangre, órg hematopoy e inmunidad "
1855,D561,BETA TALASEMIA,"sangre, órg hematopoy e inmunidad "
1856,D562,DELTA-BETA TALASEMIA,"sangre, órg hematopoy e inmunidad "
1857,D563,RASGO TALASEMICO,"sangre, órg hematopoy e inmunidad "
1858,D564,PERSISTENCIA HEREDITARIA DE LA HEMOGLOBINA FETAL (PHHF),"sangre, órg hematopoy e inmunidad "
1859,D568,OTRAS TALASEMIAS,"sangre, órg hematopoy e inmunidad "
1860,D569,"TALASEMIA, NO ESPECIFICADA","sangre, órg hematopoy e inmunidad "
1861,D57,TRASTORNOS FALCIFORMES,"sangre, órg hematopoy e inmunidad "
1862,D570,ANEMIA FALCIFORME CON CRISIS,"sangre, órg hematopoy e inmunidad "
1863,D571,ANEMIA FALCIFORME SIN CRISIS,"sangre, órg hematopoy e inmunidad "
1864,D572,TRASTORNOS FALCIFORMES HETEROCIGOTICOS DOBLES,"sangre, órg hematopoy e inmunidad "
1865,D573,RASGO DREPANOCITICO,"sangre, órg hematopoy e inmunidad "
1866,D578,OTROS TRASTORNOS FALCIFORMES,"sangre, órg hematopoy e inmunidad "
1867,D58,OTRAS ANEMIAS HEMOLITICAS HEREDITARIAS,"sangre, órg hematopoy e inmunidad "
1868,D580,ESFEROCITOSIS HEREDITARIA,"sangre, órg hematopoy e inmunidad "
1869,D581,ELIPTOCITOSIS HEREDITARIA,"sangre, órg hematopoy e inmunidad "
1870,D582,OTRAS HEMOGLOBINOPATIAS,"sangre, órg hematopoy e inmunidad "
1871,D588,OTRAS ANEMIAS HEMOLITICAS HEREDITARIAS ESPECIFICADAS,"sangre, órg hematopoy e inmunidad "
1872,D589,"ANEMIA HEMOLITICA HEREDITARIA, SIN OTRA ESPECIFICACION","sangre, órg hematopoy e inmunidad "
1873,D59,ANEMIA HEMOLITICA ADQUIRIDA,"sangre, órg hematopoy e inmunidad "
1874,D590,ANEMIA HEMOLITICA AUTOINMUNE INDUCIDA POR DROGAS,"sangre, órg hematopoy e inmunidad "
1875,D591,OTRAS ANEMIAS HEMOLITICAS AUTOINMUNES,"sangre, órg hematopoy e inmunidad "
1876,D592,ANEMIA HEMOLITICA NO AUTOINMUNE INDUCIDA POR DROGAS,"sangre, órg hematopoy e inmunidad "
1877,D593,SINDROME HEMOLITICO-UREMICO,"sangre, órg hematopoy e inmunidad "
1878,D594,OTRAS ANEMIAS HEMOLITICAS NO AUTOINMUNES,"sangre, órg hematopoy e inmunidad "
1879,D595,HEMOGLOBINURIA PAROXISTICA NOCTURNA [MARCHIAFAVA-MICHELI],"sangre, órg hematopoy e inmunidad "
1880,D596,HEMOGLOBINURIA DEBIDA A HEMOLISIS POR OTRAS CAUSAS EXTERNAS,"sangre, órg hematopoy e inmunidad "
1881,D598,OTRAS ANEMIAS HEMOLITICAS ADQUIRIDAS,"sangre, órg hematopoy e inmunidad "
1882,D599,"ANEMIAS HEMOLITICA ADQUIRIDA, SIN OTRA ESPECIFICACION","sangre, órg hematopoy e inmunidad "
1883,D60,"APLASIA ADQUIRIDA, EXCLUSIVA DE LA SERIE ROJA [ ERITOBLASTOPENIA ]","sangre, órg hematopoy e inmunidad "
1884,D600,"APLASIA CRONICA ADQUIRIDA, EXCLUSIVA DE LA SERIE ROJA","sangre, órg hematopoy e inmunidad "
1885,D601,"APLASIA TRANSITORIA ADQUIRIDA, EXCLUSIVA DE LA SERIE ROJA","sangre, órg hematopoy e inmunidad "
1886,D608,"OTRAS APLASIAS ADQUIRIDAS, EXCLUSIVAS DE LA SERIE ROJA","sangre, órg hematopoy e inmunidad "
1887,D609,"APLASIA ADQUIRIDA, EXCLUSIVA DE LA SERIE ROJA, NO ESPECIFICADA","sangre, órg hematopoy e inmunidad "
1888,D61,OTRAS ANEMIAS APLASTICAS,"sangre, órg hematopoy e inmunidad "
1889,D610,ANEMIA APLASTICA CONSTITUCIONAL,"sangre, órg hematopoy e inmunidad "
1890,D611,ANEMIA APLASTICA INDUCIDA POR DROGAS,"sangre, órg hematopoy e inmunidad "
1891,D612,ANEMIA APLASTICA DEBIDA A OTROS AGENTES EXTERNOS,"sangre, órg hematopoy e inmunidad "
1892,D613,ANEMIA APLASTICA IDIOPATICA,"sangre, órg hematopoy e inmunidad "
1893,D618,OTRAS ANEMIAS APLASTICAS ESPECIFICADAS,"sangre, órg hematopoy e inmunidad "
1894,D619,"ANEMIA APLASTICA, SIN OTRA ESPECIFICACION","sangre, órg hematopoy e inmunidad "
1895,D62,ANEMIA POSTHEMORRAGICA AGUDA,"sangre, órg hematopoy e inmunidad "
1896,D62,ANEMIA POSTHEMORRAGICA AGUDA,"sangre, órg hematopoy e inmunidad "
